CV_Id,Skills,Designation,Industry,Experience,Institute,Degree
"17869"|"Creating Ideas, Policy Analyst, Self-confidence, Screening, Updating Files, Monetary Collection"|"Director Business Development"|"Printing Industry "|"72"|"Sardarkrushinagar Dantiwada Agricultural University"|"Bachelor of Veterinary Science & Animal Husbandry - B.V.Sc. & A.H. / B.V.Sc"
"8512"|"Marketing, Fashion Design, Retail Associate, Discretion"|"Project Engineer"|"Cosmetic Industry"|"84"|"Maharashtra University of Health Sciences"|"Master of Design - M.Des./ M.Design."
"15895"|"Coaching Individuals, Self-confidence, Management Trainee, Retail Manager , Personal Interaction"|"Payroll Specialist"|"Film Industry"|"156"|"Sri Sai University"|"Bachelor of Physical Education - B.P.Ed."
"13143"|"Retail Associate, Qualitative, Heavy Equipment Operator, Marketing Automation Specialist / Manager, Transferable, Screening"|"Trainer"|"Cottage Industry"|"168"|"Srimanta Sankaradeva University of Health Sciences"|"Bachelor of Nursing "
"9878"|"Team Building, User Experience / User Interface, Tech Support, Health / Medical Information Technician, Nonverbal Communication"|"Product Manager"|"Power Industry"|"24"|"Maulana Azad National Urdu University"|"Bachelor of Homoeopathic Medicine and Surgery - B.H.M.S."
"20917"|"Displaying Ideas, Organization, Art Curator, Digital Media, Coaching Individuals, Makeup Artist"|"Software Engineer"|"Pearl Industry "|"36"|"Indian Veterinary Research Institute"|"Master of Science in Agriculture - M.Sc. (Agriculture)"
"407"|"Flight Attendant, Market Research Analyst, Oral communication, Health / Medical Information Technician, Scheduling, Analysis"|"Human Resources Assistant"|"Coir Industry"|"72"|"National Institute of Technology, Kurukshetra"|"Master of Fine Arts - MFA / MVA"
"18120"|"Remembering Facts, Organizational Tasks, EMT / Firefighter, Broadcaster, Analysis, Database Administrator"|"Web Developer"|"Solar Industry"|"0"|"National Institute of Technology, Durgapur"|"Bachelor of Fine Arts - BFA / BVA"
"7330"|"Occupational Therapist, Telecommunications Equipment Installer, Cashier"|".net Developer"|"Furniture Industry"|"36"|"Karpagam Academy of Higher Education"|"Bachelor of Architecture - B.Arch"
"9339"|"Flight Attendant, Motivation, Handling Complaints, Phlebotomist, Finance "|"Auditor"|"Electronic Industry"|"228"|"Sri Balaji Vidyapeeth"|"Master of Fine Arts - MFA / MVA"
"8678"|"Time management, Social Media, Displaying Ideas, Computer, Transferable, Information Technology "|"Trainer"|"Health Care Industry"|"108"|"Chandigarh University"|"Bachelor of Nursing "
"12494"|"Report Writing, Conflict Resolution, Information Search"|"Web Developer"|"Dairy Industry"|"168"|"University of Agricultural and Horticultural Sciences, Shivamogga"|"Master of Business Administration - M.B.A."
"9577"|"iOS Developer, Compiling Statistics, Automotive, Project Manager"|"Product Manager"|"Television Industry "|"144"|"Swami Vivekanand University"|"Master of Science in Agriculture - M.Sc. (Agriculture)"
"8680"|"Marketing Automation Specialist / Manager, Web Design, Aircraft Mechanic, Teamwork, Electrician"|"Payroll Specialist"|"Fertilizer Industry"|"180"|"Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya"|"Bachelor of Fine Arts - BFA / BVA"
"12283"|"Goal Setting, Time management, Benefits, Evaluating"|"Marketing"|"Biscuit Industry"|"48"|"Bodoland University"|"Doctor of Medicine - M.D."
"6394"|"Technical recruiting, Negotiation, Librarian, Detail Management"|"Senior Marketing Manager"|"Fertilizer Industry"|"48"|"Institute of Chemical Technology"|"Bachelor of Fine Arts - BFA / BVA"
"5228"|"Truck Driver, Financial Report Auditing, Efficient, Maintaining High Levels of Activity"|"Occupational Therapist"|"Chocolate Industry"|"180"|"IMS Unison University"|"Master of Library Science - M.Lib./ M.Lib.Sc."
"13519"|"Business Storytelling, Recommendations, Critical thinking, Planning, Job descriptions, Android Developer"|"Electrical Engineer"|"Rubber Industry"|"168"|"Sri Venkateswara Vedic University"|"Master of Science in Agriculture - M.Sc. (Agriculture)"
"6831"|"Scrum Master , Investigation, Health / Medical Information Technician"|"Systems Administrator"|"Printing Industry "|"240"|"Sanjay Gandhi Post Graduate Institute of Medical Sciences"|"Bachelor of Mass Communications - B.M.C. / B.M.M."
"21644"|"Recommendations, Effort, Microsoft Office, Stress management, Insurance, Advising"|"Mechanical Engineer"|"Chocolate Industry"|"156"|"Nava Nalanda Mahavihara"|"Doctor of Pharmacy - Pharm.D "
"14361"|"State laws, Makeup Artist, Research Assistant, Public Speaking, Entertainment"|"Accounting Manager"|"Food Processing Industry"|"180"|"Indian Institute of Information Technology, Sri City"|"Master of Science - M.Sc."
"13157"|"Goal Setting, Tech Support, Creating New Solutions, Museum Curator"|"Account Manager"|"Power Industry"|"228"|"Ahmedabad University"|"Master of Veterinary Science - M.V.Sc."
"14680"|"Adaptable, Discretion, Software Quality Assurance (QA) Engineer, Dietician / Nutritionist, Reading Volumes, Interior Design"|"Business Development Manager"|"Chocolate Industry"|"96"|"Maharaja Ganga Singh University"|"Master of Social Work / Master of Arts in Social Work - M.S.W. / M.A. (SW)"
"4687"|"Reference checking, Managing Finances, Creating relationships, Telecommunications Equipment Installer, Barista, Search Engine Optimization (SEO)"|"Senior Product Manager"|"Aviation Industry"|"24"|"Yenepoya University"|"Bachelor of Dental Surgery - B.D.S."
"11420"|"Data Analyst, Candidate sourcing, Physician Assistant"|"Administrator Payroll"|"Mutual Fund Industry"|"156"|"Manonmaniam Sundaranar University"|"Bachelor of Engineering / Bachelor of Technology - B.E./B.Tech."
"20314"|"User Experience / User Interface, Underwriter, Web Design"|"Speech Pathologist Assistant"|"Agriculture Industry"|"84"|"Gulbarga University"|"Bachelor of Dental Surgery - B.D.S."
"13912"|"Job postings, Organization, Perseverance, Market Research Analyst, Travel Agent / Coordinator"|"Registered Nurse"|"Textile Industry"|"240"|"National Law University and Judicial Academy, Assam"|"Bachelor of Pharmacy - B.Pharm / B.Pharma."
"21432"|"Listening, Web Design, Selecting"|"Business Analyst"|"Chocolate Industry"|"72"|"Sant Gadge Baba Amravati University"|"Doctor of Medicine in Homoeopathy - M.D. (Homoeopathy)"
"9246"|"Inventing New Ideas, Administration, Trustworthy"|"Process Engineer"|"Cotton Industry"|"24"|"ICFAI University, Raipur"|"Bachelor of Arts - B.A. "
"15557"|"Dietician / Nutritionist, Candidate sourcing, Updating Files"|"Business Analyst"|"Cosmetic Industry"|"168"|"Dr K.N. Modi University"|"Bachelor of Nursing "
"10473"|"Paralegal / Legal Assistant, Fundraising, Measuring Boundaries, Computer, Tact"|"Accounting Manager"|"Printing Industry "|"180"|"Jamia Millia Islamia"|"Bachelor of Physical Education - B.P.Ed."
"19462"|"Customer service, Broadcaster, Social media, Hair Stylist"|"Process Engineer"|"Aluminium Industry"|"156"|"Guru Ravidas Ayurved University"|"Master of Mass Communications / Mass Media - M.M.C / M.M.M."
"16809"|"Being Artistic/Creative, Biomedical Engineer, Acupuncturist"|"Registered Nurse"|"Printing Industry "|"48"|"The Northcap University"|"Master of Physiotherapy - M.P.T."
"5384"|"Health and benefit plans, Employee rights, Plan Development, Talent planning, Data Analyst"|"Physical Therapist"|"Soap Industry"|"36"|"University of Technology and Management"|"Bachelor of Laws - L.L.B."
"14200"|"Involvement, Dietician / Nutritionist, Toleration, Librarian"|"Senior Financial Analyst"|"Pearl Industry "|"216"|"KIIT University"|"Bachelor of Science - B.Sc."
"1622"|"Confidence, Federal laws, Social Media, Demonstrations, Microsoft Office"|"Electrical Engineer"|"Health Care Industry"|"180"|"Datta Meghe Institute of Medical Sciences"|"Master of Physiotherapy - M.P.T."
"19661"|"Nonverbal Communication, Organizational, Creating Innovation"|"Account Manager"|"Granite Industry"|"168"|"The English and Foreign Languages University"|"Master of Business Administration - M.B.A."
"9860"|"Being Thorough, Pre-employment screening, Legal"|"Occupational Therapist"|"Mining Industry"|"240"|"Navsari Agricultural University"|"Master of Philosophy - M.Phil. "
"5189"|"Medical Assistant, Health and benefit plans, Conflict resolution, Office Manager"|"Business Analyst"|"Telecom Industry"|"72"|"University of Agricultural Sciences, Bangalore"|"Bachelor of Homoeopathic Medicine and Surgery - B.H.M.S."
"5581"|"Nonverbal Communication, Employee rights, Barista, Pharmaceutical Sales, Beautician"|"Physical Therapist"|"Jute Industry "|"12"|"Graphic Era University"|"Master of Library Science - M.Lib./ M.Lib.Sc."
"8324"|"Hospitality Industry , Boilermaker, Expression of Feelings"|"Business Analyst"|"Oil Industry "|"36"|"Mahatma Jyoti Rao Phoole University"|"Bachelor of Library Science - B.Lib. / B.Lib.Sc."
"16204"|"Consulting, Ethical, Expression of Feelings"|"Quality Engineer"|"Turbine Industry "|"132"|"Tamil Nadu National Law School"|"Master of Surgery - M.S."
"3626"|"Mentorship, Executive Assistant, Hotel and Resort Management, Financial Report Auditing, Creating New Solutions"|"Project Engineer"|"Advertising Industry "|"240"|"Jawaharlal Nehru Technological University, Kakinada"|"Bachelor of Social Work - BSW / B.A. (SW)"
"12950"|"Transferable, Applied knowledge, Applicant tracking systems, Content Manager, Confronting Others, Toleration"|"Electrical Engineer"|"Chocolate Industry"|"132"|"Osmania University"|"Bachelor of Engineering / Bachelor of Technology - B.E./B.Tech."
"14752"|"Underwriter, Sales, Speaking, Team Building, Classifying Records, Dental Assistant"|"Engineering Technician"|"Food Processing Industry"|"84"|"Indian Institute of Science"|"Master of Architecture - M.Arch."
"197"|"Transferable, Organization, State laws, Software Sales Representative"|"Project Manager"|"Tractor Industry"|"120"|"Sam Higginbottom Institute of Agriculture, Technology and Sciences"|"Doctor of Medicine - M.D."
"6414"|"Social media, Data analysis, Overseeing Meetings, Restaurant and Food Service, Promotions, Underwriter"|"Auditor"|"Jewellery Industry"|"72"|"Uttarakhand University of Horticulture and Forestry"|"Master of Computer Applications - M.C.A."
"9373"|"Employee engagement, Receptionist , Nurse Practitioner"|"Marketing Director"|"Banking Industry"|"48"|"Central University of Jammu"|"Bachelor of Ayurvedic Medicine & Surgery - B.A.M.S. "
"13242"|"Friendly, Fashion Design, Remembering Facts, Pilot, Project Manager"|"Senior Financial Analyst"|"Weaving Industry "|"156"|"Charotar University of Science and Technology"|"Bachelor of Engineering / Bachelor of Technology - B.E./B.Tech."
"5927"|"Project Manager, Punctuality, Advising, Labor relations, Reading Volumes"|"Account Manager"|"Tractor Industry"|"12"|"Central University of Orissa"|"Bachelor of Medicine and Bachelor of Surgery - M.B.B.S."
"8607"|"Administration, Analysis, Librarian, Performance management, Analytical, Speaking"|"Web Developer"|"Furniture Industry"|"168"|"Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth"|"Bachelor of Veterinary Science & Animal Husbandry - B.V.Sc. & A.H. / B.V.Sc"
"17260"|"Proposal Writing, Enterprise, Nurse Practitioner, Interviews, Auction House"|"Senior Financial Analyst"|"Turbine Industry "|"120"|"Telangana University"|"Master of Mass Communications / Mass Media - M.M.C / M.M.M."
"17636"|"Coaching Individuals, Evaluating, Candidate sourcing, Management, Bartender"|"Occupational Therapist"|"Cotton Industry"|"132"|"Rashtrasant Tukadoji Maharaj Nagpur University"|"Master of Fine Arts - MFA / MVA"
"21928"|"Custodian, Gardening, Landscaping, and Groundskeeping , Ultrasound Technician, Architect, Travel Agent / Coordinator, Journalist"|"Systems Administrator"|"Jute Industry "|"180"|"Post Graduate Institute of Medical Education and Research"|"Master of Mass Communications / Mass Media - M.M.C / M.M.M."
"343"|"Project Manager, Computer, Ethical"|"LPN"|"Dairy Industry"|"60"|"Uttarakhand Ayurved University"|"Bachelor of Commerce - B.Com."
"8072"|"Local laws, Defining Performance Standards, Receptionist , Presentation, Bookkeeping"|"Accounting Manager"|"Cotton Industry"|"204"|"Kuvempu University"|"Bachelor of Fine Arts - BFA / BVA"
"8260"|"Creating New Procedures, Financial Report Auditing, Financial Report Auditing, Respectful, Creating relationships"|"Senior Financial Analyst"|"Biscuit Industry"|"96"|"Indira Kala Sangit Vishwavidyalaya"|"Bachelor of Homoeopathic Medicine and Surgery - B.H.M.S."
"13785"|"Comparable worth, Creating Ideas, Fashion Design, Coaching, Flight Attendant, School Psychologist"|"Electrical Engineer"|"Copper Industry"|"240"|"University of Technology and Management"|"Bachelor of Commerce - B.Com."
"11481"|"Scheduling, Business Development, Software Quality Assurance (QA) Engineer, Fundraising"|"Business Development Manager"|"Electronic Industry"|"108"|"Indian Institute of Technology Ropar"|"Bachelor of Education - B.Ed."
"2177"|"Retail Sales, Payroll, Concierge , Life skills, Planning"|"Financial Analyst"|"Television Industry "|"168"|"Tantia University"|"Bachelor of Design - B.Des. / B.D."
"19898"|"Report Writing, Art Curator, Organizational Tasks, Consultation"|"Marketing Manager"|"Food Processing Industry"|"72"|"Central University of Kashmir"|"Bachelor of Architecture - B.Arch"
"9892"|"Creating New Solutions, Emotional Control, Construction, Plan Development, Physical Therapist, Promotions"|"Systems Administrator"|"Automobile Industry"|"228"|"School of Planning and Architecture, Vijayawada"|"Master of Engineering / Master of Technology - M.E./ M.Tech."
"11556"|"Pharmaceutical Sales, Presentation, Teaching, Technical Support, Principal Concept Knowledge, Restaurant and Food Service"|"Financial Analyst"|"Real Estate Industry"|"60"|"Calorx Teachers University, Ahmedabad"|"Bachelor of Computer Applications - B.C.A."
"8242"|"Transferable, Listing, Telecommunications Equipment Installer, Cloud Computing, Self motivated, Information Security Analyst"|"Speech Language Pathologist"|"Pearl Industry "|"12"|"North Orissa University"|"Bachelor of Commerce - B.Com."
"11569"|"Listening, Construction, Updating Files, Written communication"|"Mechanical Engineer"|"Cottage Industry"|"12"|"Visva-Bharati University"|"Bachelor of Homoeopathic Medicine and Surgery - B.H.M.S."
"5615"|"Positive attitude, Labor relations, Financial Advisor / Planner"|"Controller"|"Pearl Industry "|"96"|"Lala Lajpat Rai University of Veterinary and Animal Sciences"|"Doctor of Pharmacy - Pharm.D "
"5983"|"Office Manager, Counseling, Goal oriented, Creating Innovation, Digital knowledge"|"Process Engineer"|"Aviation Industry"|"84"|"Jaypee Institute of Information Technology"|"Master of Commerce - M.Com. "
"12615"|"Retail Manager , Creating Innovation, Performance management"|"Controller"|"Garment Industry"|"108"|"Sree Sankaracharya University of Sanskrit"|"Master of Computer Applications - M.C.A."
"12937"|"Fundraiser, Chiropractor , Software Engineer, Creating Innovation, Naturopathic Physician"|"Electrical Engineer"|"Toy Industry "|"96"|"University of Calcutta"|"Master of Commerce - M.Com. "
"5657"|"Reading Volumes, Demonstrations, Training Coordinator, iOS Developer"|"Systems Engineer"|"Fashion Industry"|"0"|"Punjab Agricultural University"|"Bachelor of Veterinary Science & Animal Husbandry - B.V.Sc. & A.H. / B.V.Sc"
"11682"|"New hire paperwork, Microsoft Office, Transferable, Independence"|"Physical Therapist Thera"|"Construction Industry"|"12"|"Sri Venkateswara Veterinary University"|"Doctorate of Medicine - D.M."
"1251"|"Displaying Ideas, Tact, Electrician, Dependability"|"Trainer"|"Television Industry "|"60"|"Baba Mast Nath University"|"Master of Surgery - M.S."
"9265"|"Administration, EMT / Firefighter, Phlebotomist, Banking"|"Product Marketing Manager"|"Biscuit Industry"|"216"|"Bhatkhande Music Institute"|"Bachelor of Business Administration - B.B.A."
"11785"|"Barista, Underwriter, Information technology (IT), Rehabilitating Others"|"Engineering Technician"|"Silk Industry"|"84"|"Bankura University"|"Bachelor of Education - B.Ed."
"20518"|"Computer Systems Analyst, Detail oriented, Creating relationships"|"Nurse"|"Biotechnology Industry"|"180"|"Seacom Skills University"|"Master of Science - M.Sc."
"7699"|"Compliance, Technical Support Engineer, Health / Medical Information Technician, Networking, Coaching Individuals"|"Design Engineer"|"Power Industry"|"12"|"Amity University"|"Master of Business Administration - M.B.A."
"20721"|"Marketing Automation Specialist / Manager, Confidentiality, Flight Attendant"|"Senior Financial Analyst"|"Aviation Industry"|"84"|"Sri Sai University"|"Master of Laws - L.L.M."
"17403"|"Maintenance and Janitorial, Planning, Counseling"|".net Developer"|"Mutual Fund Industry"|"144"|"Christ University"|"Master of Commerce - M.Com. "
"6085"|"Decision making, Heavy Equipment Operator, New hire paperwork, Talent management systems, IT Soft Skills"|"Technician"|"Pharmaceutical Industry"|"24"|"Motherhood University"|"Bachelor of Computer Applications - B.C.A."
"2105"|"Proposals, Editing, Big Data"|"Financial Analyst"|"Banking Industry"|"72"|"National Law University, Jodhpur"|"Bachelor of Mass Communications - B.M.C. / B.M.M."
"7991"|"Business Development, Physical Therapy Assistant, Overseeing Meetings, Heavy Equipment Operator, Mechanical Engineer"|"Marketing Director"|"Furniture Industry"|"120"|"Indian Institute of Information Technology and Management Gwalior"|"Bachelor of Library Science - B.Lib. / B.Lib.Sc."
"14536"|"Accounting, Updating Files, Health regulations, Applicant tracking systems, Nurse Practitioner"|"Nurse"|"Jute Industry "|"72"|"Rajiv Gandhi National Institute of Youth Development"|"Bachelor of Social Work - BSW / B.A. (SW)"
"3672"|"Retail Manager , Evaluations, Retail Associate"|"Account Manager"|"Music Industry "|"228"|"University of Kota"|"Master of Engineering / Master of Technology - M.E./ M.Tech."
"11537"|"Consulting, Finance , Interior Design"|"LPN"|"Weaving Industry "|"120"|"Dayalbagh Educational Institute"|"Bachelor of Fisheries Science - B.F.Sc./ B.Sc. (Fisheries)."
"21230"|"Innovation, Language Translation, Interviews"|"Financial Analyst"|"Power Industry"|"96"|"National Law University, Orissa"|"Master of Design - M.Des./ M.Design."
"8155"|"Leadership, Software Developer, Critical Thinking, Employee relations"|"Account Manager"|"Tourism Industry"|"48"|"Invertis University"|"Master of Science in Agriculture - M.Sc. (Agriculture)"
"7529"|"Responsibility, Business Storytelling, Employee handbooks"|"Software Engineer"|"Printing Industry "|"60"|"Shri Guru Ram Rai Education Mission"|"Bachelor of Nursing "
"8622"|"Interpersonal, Executive, Job postings, Equipment Operation, Respectful, Information Security Analyst"|"Engineer"|"Electronic Industry"|"228"|"Anand Agricultural University"|"Doctor of Pharmacy - Pharm.D "
"1747"|"Coaching Individuals, Talent management systems, Conflict management, Creating New Procedures, Self-confidence"|"LPN"|"Automobile Industry"|"144"|"Maharishi Dayanand University"|"Doctorate of Medicine - D.M."
"9691"|"Professionalism, Law Enforcement Skills, Nursing, Pharmacist , Pharmaceutical Sales"|"Human Resources Assistant"|"Tourism Industry"|"240"|"Gujarat Technological University"|"Master of Laws - L.L.M."
"18343"|"Painter, Fundraiser, Telecommunications Equipment Installer"|"Business Analyst"|"Power Industry"|"168"|"University of Hyderabad"|"Master of Education - M.Ed."
"13012"|"Hospitality Industry , Preparing Written Documents, Museum Curator, Receptionist "|"Human Resources Assistant"|"Coir Industry"|"96"|"All India Institute of Medical Sciences Jodhpur"|"Master of Arts - M.A."
"6990"|"Employment law, Content Strategist, Administration, Content Strategist"|"Quality Engineer"|"Garment Industry"|"228"|"BLDE University"|"Master of Computer Applications - M.C.A."
"8298"|"Bookkeeping, Dental Hygienist, Coaching, Humor"|"Business Development Manager"|"Biscuit Industry"|"180"|"Sampurnanand Sanskrit Vishvavidyalaya"|"Bachelor of Computer Applications - B.C.A."
"21892"|"IT Soft Skills, Bookkeeping, Employee handbooks, Planning, Consultation"|"Trainer"|"Tractor Industry"|"192"|"Vijayanagara Sri Krishnadevaraya University"|"Master of Social Work / Master of Arts in Social Work - M.S.W. / M.A. (SW)"
"1545"|"Fair labor standards, Editing, Creating New Procedures, Retail Merchandiser"|"Product Marketing Manager"|"Plastic Industry "|"228"|"Hemchandracharya North Gujarat University"|"Master of Commerce - M.Com. "
"12421"|"Equal employment opportunity compliance, Health and benefit plans, Fashion Buyer, Creating Innovation"|"Quality Engineer"|"IT Industry "|"228"|"JECRC University"|"Bachelor of Computer Applications - B.C.A."
"18485"|"Computer Programming, Placement management, Discretion, Barista"|"Design Engineer"|"Music Industry "|"120"|"Uttar Banga Krishi Viswavidyalaya"|"Bachelor of Social Work - BSW / B.A. (SW)"
"16894"|"Rehabilitating Others, Regulating Rules, Front End Web Developer"|"Training Specialist"|"Aluminium Industry"|"168"|"Post Graduate Institute of Medical Education and Research"|"Bachelor of Design - B.Des. / B.D."
"9895"|"Service, Management Trainee, Journalist, Office Assistant, New hire paperwork, Effort"|"Human Resources Coordinator"|"Tractor Industry"|"108"|"Haridev Joshi University of Journalism and Mass Communication"|"Master of Commerce - M.Com. "
"10306"|"Recommendations, Remembering Facts, Verbal communication, Custodian, Content Manager, Web Design"|"Senior Software Engineer"|"Leather Industry"|"96"|"Dravidian University"|"Master of Laws - L.L.M."
"5064"|"Creating relationships, Inventing New Ideas, Engineering, Waiter / Waitress"|"Training Specialist"|"Turbine Industry "|"192"|"Sri Sri University"|"Bachelor of Medicine and Bachelor of Surgery - M.B.B.S."
"20129"|"Technical recruiting, Problem Solving, Critical Thinking, Law Enforcement Skills"|"Physical Therapist"|"Rubber Industry"|"216"|"Sri Sri University"|"Doctorate of Medicine - D.M."
"12027"|"Hospitality Industry , Financial Advisor / Planner, Applicant screening, Calculations, Hotel Front Desk / Guest Services Skills"|"Technical Recruiter"|"Zinc Industry "|"48"|"DIT University"|"Master of Veterinary Science - M.V.Sc."
"7947"|"Consultation, Dental Hygienist, Data Scientist, EMT / Firefighter, Logical Thinking, Presentation"|"Senior Financial Analyst"|"Film Industry"|"108"|"Indian Institute of Technology, BHU"|"Master of Surgery - M.S."
"21356"|"Personal Interaction, Pharmacist , Chiropractor "|"Administrator Payroll"|"Sugar Industry"|"216"|"GLA University"|"Doctor of Medicine - M.D."
"4201"|"Motivation, Change management, Medical Assistant"|"Training Specialist"|"Railway Industry"|"120"|"Swami Vivekanand Subharti University"|"Doctor of Philosophy - Ph.D. "
"117"|"Software Quality Assurance (QA) Engineer, Written communication, Compensation, Health and benefit plans, Museum Curator, Sales"|"Quality Engineer"|"Diamond Industry"|"96"|"Bangalore University"|"Master of Dental Surgery - M.D.S."
"12168"|"Journalist, Compiling Statistics, Restaurant and Food Service, Integrity, Pipefitter, Computer"|"Occupational Therapist Occupation"|"Automobile Industry"|"36"|"Central University of Gujarat"|"Bachelor of Engineering / Bachelor of Technology - B.E./B.Tech."
"9110"|"Friendly, Local laws, Adaptable, Presentation, Analysis, Heavy Equipment Operator"|"Tax Manager"|"Sugar Industry"|"0"|"Tamil Nadu Physical Education and Sports University"|"Master of Arts - M.A."
"12029"|"Social Media, Social Media, Speaking, Policy Analyst"|"Training Specialist"|"Agriculture Industry"|"192"|"Jiwaji University"|"Doctor of Pharmacy - Pharm.D "
"3797"|"Enterprise, Technical, Executive, Judgment, Engineering"|"Recruiter"|"Aluminium Industry"|"72"|"Parul University"|"Master of Mass Communications / Mass Media - M.M.C / M.M.M."
"513"|"Software Engineer, Integrity, Biomedical Engineer"|"Occupational Therapist Occupation"|"Health Care Industry"|"36"|"The Indian Law Institute"|"Bachelor of Commerce - B.Com."
"2671"|"Advertising, Rehabilitating Others, Perseverance, Broadcaster"|"Occupational Therapist Occupation"|"Weaving Industry "|"240"|"Central University of Tamil Nadu"|"Doctor of Medicine in Homoeopathy - M.D. (Homoeopathy)"
"14393"|"Recruiting, Nursing, Tech Support, Journalist, Retail"|"Manufacturing Engineer"|"Mutual Fund Industry"|"228"|"Sardar Patel University"|"Master of Philosophy - M.Phil. "
"1218"|"Advertising, Coaching Individuals, Conducting Meetings"|"Quality Engineer"|"Fashion Industry"|"120"|"North Eastern Regional Institute of Science and Technology"|"Bachelor of Dental Surgery - B.D.S."
"19387"|"Budgeting, Licensed Practical Nurse (LPN) Skills, Legal, Occupational Therapy Assistant, Coaching"|"Process Engineer"|"Agriculture Industry"|"48"|"Himachal Pradesh Technical University"|"Master of Fine Arts - MFA / MVA"
"18454"|"Meeting Deadlines, Optician, Executive Assistant"|"Physical Therapist Thera"|"Copper Industry"|"132"|"King George's Medical University"|"Master of Physical Education M.P.Ed. / M.P.E."
"17878"|"Electrician, Affirmative action, Makeup Artist, Emotional Control, Challenging Employees, Content Strategist"|"Senior Software Engineer"|"Automobile Industry"|"216"|"Trans-disciplinary University"|"Bachelor of Library Science - B.Lib. / B.Lib.Sc."
"7740"|"Photography, Qualitative, Personal Trainer, Employee handbooks, Organization, Supervision"|"Auditor"|"Retail Industry "|"96"|"National Dairy Research Institute"|"Master of Physiotherapy - M.P.T."
"17899"|"Coaching Individuals, Proposal Writing, Pharmacist , Hotel Front Desk / Guest Services Skills, Statutory compliance"|"Human Resources Coordinator"|"Health Care Industry"|"192"|"Presidency University"|"Bachelor of Science - B.Sc."
