"14197"|"825","19567","15503","10025"
"4479"|"21080","10348"
"3058"|"16527","18652","18351","11803","7009"
"2028"|"17415","3437","9564","10283","21298"
"12541"|"18559","13514","18854","20710","2774"
"14280"|"3510","14280"
"0"|"11839","19476"
"7683"|"21481","19530","12929","15432","8536"
"14054"|"7503","10412","6365"
"3069"|"1553","19841","1852","8583","4729","21447"
"4856"|"14766","11642","7100"
"10972"|"12952","12366","20784"
"3501"|"3058","4726","243","106"
"1070"|"17935","5497"
"19867"|"10223","2498","11866","14348","1722","19702"
"20175"|"4930","2527","1143","19017","19707","3306"
"16714"|"11369","11303","6707"
"21198"|"6192","19265","15762","5671","12609"
"6199"|"814","17623"
"16508"|"21414","17838","19331","17512"
"20902"|"21000","13136","15157"
"950"|"5488","3963","7934","13987","8802","7019"
"16094"|"20625","12186"
"20054"|"15325","12899","1951"
"969"|"7029","11349"
"2290"|"21768","15544","9040","5759"
"9605"|"5974","20144","5956","5596","2183","12074"
"11674"|"12405","21071","1414"
"11063"|"10791","3421","9451","18858"
"16456"|"21986","12820","11297","16261"
"0"|"19583","16410"
"5972"|"18215","9806","12795","872","15108"
"6527"|"7044","3433"
"10038"|"18191","14770","2507","21116","14651"
"6282"|"20699","7050","11560","15669"
"1767"|"20631","18948","19056","2463","5958"
"431"|"10960","19587","11808","2563"
"15950"|"5864","20348","2671","9896","12193","7851"
"19289"|"11657","7209","897"
"16845"|"21442","14765","4784","17886"
"14133"|"20539","5424","2183"
"3944"|"10034","15788","7686"
"6911"|"3881","9451","648","16377","4689","21400"
"6311"|"13559","15035"
"14754"|"1615","21044","4379","9933","19151"
"1671"|"11896","14692","7477","15298","13553"
"12263"|"17762","14205","20150"
"21294"|"3982","2715"
"13799"|"17610","20234","3452","12222","1270"
"10548"|"1449","12478","1724"
"9194"|"10677","5182","14645","7330","15739"
"5269"|"15586","18156","10357","5978"
"10670"|"7157","15612","6049","5266","11677","3399"
"9267"|"3837","16517","11750","7128"
"6041"|"21957","4422"
"8034"|"11599","11612"
"10115"|"9437","2809","21845"
"15621"|"17336","4769","655"
"17926"|"5614","1223","16855"
"215"|"10356","10650","14273"
"0"|"11490","12924","4590"
"18345"|"20516","21641"
"16872"|"18458","3556","10313"
"21659"|"14421","20639","18228","4411","13268"
"17067"|"10770","7390","2612"
"18029"|"17740","6845","3737"
"15701"|"6504","7628","20750"
"8187"|"20841","8720"
"8599"|"10815","1555","17139","18680","20753"
"2787"|"3209","10058","745","19505","3471","8348"
"8066"|"2362","5622","19585","14407","6017","10013"
"704"|"2567","19720"
"20348"|"12320","4646","21432"
"13511"|"21805","12913","21787","3267","1963"
"5503"|"10848","7827","6831","17729"
"7432"|"19714","1273","7632","10569","20644"
"1420"|"20401","9036","19262"
"9195"|"18765","1870","749","3311","9787"
"2428"|"1127","8913","14831","6616","21103"
"21424"|"11438","18500","6352","3718","15667","9164"
"20744"|"19714","10969","16667","14752","10198","5526"
"6437"|"5635","16061","9066","21103","9251","5142"
"5865"|"15267","8892","1700","5381"
"11045"|"2096","21324","3178","16390"
"9893"|"7409","10191","7105","2737"
"7527"|"7283","18293"
"11008"|"4881","12476","6758","2237","16079","1283"
"6217"|"12615","1487","11575","18094","8301"
"13397"|"1873","15378","17259"
"16954"|"11652","21082","1573"
"430"|"4967","5822"
"21412"|"1436","20353"
"14438"|"201","13647","18005","20963","10694"
"4582"|"13223","3176","6694"
"1781"|"1551","16906","21371"
"5018"|"3135","11500","6063","6770"
"21413"|"21367","16091","6229","15566","14371","14266"
"18653"|"2299","21331","16952","17072","15255"
"8602"|"19013","2819"
"8958"|"11746","19131"
"4921"|"2007","10704","675","17135","14608","17078"
"9029"|"3954","15923","4794"
"17992"|"888","3751"
"2006"|"8150","16302"
"10089"|"13092","9374","2551","10885","12180"
"17159"|"13460","15594","8191","14406"
"779"|"2015","1784"
"17372"|"17230","2931","20582","11973","833"
"2758"|"13856","11352","2177"
"795"|"4978","12983","7244","21461","13385"
"5797"|"21226","4268","7913","21934","3670","8922"
"5498"|"8124","1978","11243","11221","5591","13125"
"20607"|"9590","10737"
"9365"|"8775","464","559","19222"
"12646"|"12550","7641","19439","3720"
"19132"|"9262","18739"
"16529"|"21523","8760","13080","7643"
"17360"|"7058","17763"
"11107"|"17133","19192"
"20664"|"3224","18051"
"846"|"16648","8596","3822"
"15649"|"4553","11296"
"461"|"12323","1549","2557","3001","12136"
"16869"|"7495","21688","18585"
"12532"|"9668","16032","17375","15306","10476","6371"
"6865"|"4699","16671","9629"
"17740"|"3815","21448","16326"
"16767"|"7847","11663","17474","12911"
"2028"|"21832","5769","4998","21323","11874"
"4361"|"10387","13748","1263","5950","7129"
"6988"|"6697","18240","18538","7719"
"0"|"17603","18204","12541","2184","4014","16928"
"16853"|"4352","16925"
"4390"|"11093","7387","11207","14335","13740"
"19199"|"7961","15339"
"2528"|"3685","2764","19605","12932","20955","20342"
"10195"|"245","4211","19562","20832"
"15037"|"2024","11008","95","14437","6495","2195"
"3409"|"9249","21279","18952","2059","8108"
"4399"|"3321","19070","11000","10599","18510","16821"
"21193"|"13581","20248","12116"
"8960"|"4789","725","18974","19968","11287","10928"
"17011"|"18456","4016"
"18548"|"21463","11138","2554","915","14119"
"9647"|"17153","9179","5224","5969","991","20064"
"10367"|"16563","8929","10353"
"10788"|"18891","16328","7169","3189","6208","6367"
"10294"|"19308","1777","1627","15466","20271"
"20164"|"3220","5772","18348","20974","9419","5127"
"2960"|"12716","13310","9677","19138","20594"
"11892"|"8728","21684"
"478"|"12821","15122","30"
"12106"|"4109","6544"
"1420"|"16696","1625","3707","4390"
"2328"|"7332","10698","344","6580","16053","19631"
"4234"|"19174","11052"
"12756"|"18271","5610"
"2195"|"14977","13029","21325","1721","11080","6548"
"10806"|"3757","4783","17580","10231","11036"
"19846"|"7370","4502","20403","12293","20311"
"6736"|"3780","17823"
"2466"|"7623","14995","1138","4869","11068","2850"
"20457"|"18573","8118","831"
"17961"|"12270","21302","11874","17443"
"17533"|"7992","20590","21937"
"5327"|"10248","4352","10069","5108","16768","4151"
"13187"|"15637","18519","4578","12264","9459"
"21467"|"20643","8666","17250","2848","2200","21259"
"5770"|"6140","227","1592","19904"
"8705"|"215","15011","19356","3784","6187","10294"
"20096"|"262","3707","4613","7546","14209","18532"
"15482"|"21919","9524","15961","677","2563","3351"
"17478"|"13223","3932","10567","8534","9532"
"10608"|"7874","1247","19266","5531"
"12999"|"12294","10371","2754","13121","9461","13870"
"17685"|"3049","13423","4353","8188","6447"
"5338"|"14534","16492"
"17768"|"13064","21496","12523","18186"
"9704"|"3314","11550","6946"
"7256"|"18836","20813","7971","8811"
"16840"|"8049","8340"
"9934"|"10507","671","14376","12816"
"14422"|"1174","2232","4260","17822","18263","2476"
"4729"|"19894","13561","6492"
"2898"|"14915","2381","2187","12191","16286","20554"
"4448"|"13809","5773","4555","18028"
"14353"|"7917","20955","9351","6130","15875","19468"
"14774"|"18453","3503","5102","13073","6233","2003"
"19753"|"19886","62","8716","2011","18290"
"9514"|"20422","8428","6153","5330"
"11313"|"7986","7578","11737"
"17988"|"5716","3351","14645"
"17973"|"17117","51","13901","21556","7462"
"14474"|"20406","1563","8842","748","3380"
"7886"|"7414","4234","6003","9626"
"3075"|"18892","19278","18576","10928"
"21607"|"5482","1138","18669","3376","17085"
"14019"|"13364","5527","2102","5019","7051","6399"
"431"|"8438","1573","12591"
"10036"|"1577","16419"
"6502"|"7847","6910","21433","179"
"12959"|"4965","10839","3394","20949","8617"
"2755"|"7227","15660","1681","2971","2059"
"14686"|"9724","20506","21731","8831","10538","9296"
"6002"|"7534","5950","20281","18924","4314","19272"
"13176"|"9315","736","11334","7945","14881","1195"
"15477"|"17528","6867","20193","6740","3732"
"6311"|"10648","7157","16149","4453"
"19099"|"6498","6856","9398","15384","15980","19397"
"5911"|"20197","18125","8176","18049"
"7102"|"5024","4994","5632"
"1022"|"16346","21363","12807"
"15013"|"15622","7047","74","8130","13894"
"7118"|"6834","15926"
"8490"|"1584","20897","9468","4468","4083","3479"
"20689"|"5564","11215","13301","13929","17846","14006"
"14599"|"9503","3431","14665","8625","19687","10845"
"5301"|"20580","16565"
"14739"|"12868","7456","13586","13018","19321"
"1526"|"88319880"
"4583"|"21143","20055"
"6852"|"20790","6605","13136","9562","18310"
"2228"|"8425","15983","12136","3914"
"5751"|"13453","19832","5151","15495","21536","3666"
"12104"|"3350","17382"
"13347"|"18735","753","14901","21303","6592","1463"
"1096"|"21390","12310","19528"
"2485"|"12308","1764","21681","10133","8442","19277"
"9212"|"5657","20383","18841"
"9708"|"19286","20437","7124","3351","7164"
"956"|"4564","19316"
"18464"|"4364","6200"
"4720"|"15950","4411"
"4639"|"11651","19710","14443","18319","6328"
"15116"|"19128","2189","10204","8266"
"11580"|"8836","6373","21316","7468","11989","11517"
"17508"|"1223","3930","20696","4537","11215"
"1807"|"13759","17275","18650","13851","19466"
"15695"|"12196","19481","6736","5356","21167"
"18241"|"15821","19972","21460","13393"
"16175"|"5785","1981","2532","13691"
"12201"|"18671","1124","20568","1235","17479"
"2107"|"11064","19159"
"5830"|"11332","18057","10140"
"11834"|"19060","8426"
"13108"|"8845","8675","6324","12713"
"19081"|"20941","13203"
"20285"|"17604","14257","10605","17766","11547","17394"
"12891"|"6021","10958","10790","6434","2382","8272"
"21016"|"7294","19064","20971","12503","3720"
"17128"|"435","15507","2581","4455","4273","15160"
"17550"|"21129","20623","4647","19681","2234","20503"
"14948"|"2463","14236"
"20997"|"10784","19051","19778","12795","19355","14290"
"6527"|"17183","6391","15521"
"16437"|"6372","4583","3194","13806","2874"
"8790"|"7568","15294","5383"
"16220"|"1457","8401","3080"
"3871"|"8155","17376"
"12242"|"18168","16761","9330","20144","11546"
"19294"|"9040","587","17345"
"9376"|"5872","21564","7190"
"21054"|"19255","2687"
"6433"|"17605","21867"
"12597"|"21883","4635","18402","3575","12969","6914"
"13720"|"9348","17699","11329","11366"
"6322"|"19162","5591","11189"
"9838"|"5397","4687","20490","17887","5228","18163"
"21104"|"1599","9602","15077","9660"
"18990"|"21868","10508","15309","9153","6459","13712"
"8060"|"20541","3484","2794"
"14498"|"18750","12591"
"2558"|"19382","17326"
"14124"|"13372","11184","14887","3793","20176","7261"
"17263"|"20837","6133","12294","14451"
"14181"|"21463","5798","2348","667"
"21219"|"3772","3071","14235","16856","21602"
"15448"|"20841","6584","7456"
"15655"|"3767","15949","10918","8199"
"10019"|"39056944180"
"16704"|"14295","699","7306"
"14245"|"9049","3313","783","9666","20403"
"18081"|"12587","2507","2079"
"15112"|"9109","8730","4647"
"156"|"7832","14717","1075","17233","20476","14358"
"18125"|"16667","3132","18881","2866","4908"
"5542"|"10389","15637"
"11111"|"14817","19779","16586","20833","17245","4504"
"13072"|"5662","14397","14852"
"0"|"7832","19953","16115","14737","21004"
"11749"|"13212","19807","8996","13715","3944"
"9652"|"21472","12379","3823","10103","15733"
"4849"|"5991","1445","17628"
"6506"|"1814","4721","501","9306","3391"
"18118"|"11529","7895","14823","5502","14378","6607"
"14476"|"21960","19182","20516","19682","2510"
"409"|"18240","10391","6663"
"3035"|"13009","9126","15950"
"13554"|"17157","4547","4824","12895"
"16973"|"15907","3868","17278"
"9035"|"2370","5408","21571","7","15324","20769"
"19119"|"19981","2607","7470","11256","13089","18573"
"1991"|"15375","21919","18624","4674","18377"
"12386"|"11114","3632","13486"
"7979"|"20743","4068","5411"
"15625"|"19307","10748","5440","12870"
"21474"|"7782","17443","11274","8795"
"13381"|"19982","13191","11773","12376","6878"
"9339"|"11246","4958","21629","16762","12288"
"21220"|"22042930"
"11778"|"14286","4091","21268","12738","3230","21190"
"8763"|"16007","14398","9184"
"4150"|"10218","7229","15028"
"1096"|"7552","14343","9009","4771","14416","15546"
"8560"|"96454780"
"7875"|"16156","9863","11756"
"14266"|"1847","19365","1462"
"3119"|"18642","20369"
"11703"|"10176","4952"
"18199"|"15090","4693","8901","14454"
"3773"|"11693","14795"
"11487"|"15641","4491","5060","12690"
"20736"|"10491","20925","6389","11945"
"13495"|"3872","4660","17547"
"10241"|"18084","16956","18152","3739"
"5118"|"748","1191","8183","7740","17054","12709"
"20003"|"12430","18573"
"8213"|"1222","20583","18766","3334"
"6268"|"20449","12458","15877","15581","16228","18520"
"20897"|"17681","9812","14147","18195","1397"
"15256"|"16300","19138","10588"
"7506"|"1169","19235"
"18787"|"7431","7975","7378","7331"
"11041"|"25753510"
"3988"|"6365","10917","16487","1787","1502","9486"
"21047"|"7898","528","4355","20821","12119","12308"
"13150"|"20459","18762","19295","16930"
"13556"|"450","18426","16838","4209"
"6221"|"17121","19122","15823"
"15683"|"6026","1705","15278","1188","7848"
"8677"|"17508","10185","19551","9181","14504"
"6600"|"18589","11316","10723"
"7913"|"13484","17828","12868","266","4162"
"6275"|"13897","11583","19246","5690"
"12899"|"20216","2091","6428","12060","16669","18274"
"4735"|"13093","6504","14517","13995"
"7359"|"1999","13514","7391"
"7424"|"18445","14402","18365","10106","372"
"17723"|"8301","12959"
"20207"|"4990","407","21120","11180"
"15845"|"18927","4191","19087"
"12345"|"21552","12186","16665"
"7155"|"2370","12132","4233"
"1074"|"2517","10916","6365","6275"
"5262"|"4535","934","6427","6780","8293","15968"
"3192"|"11756","17117","21768","860"
"1054"|"2259","16859","12146","8426"
"13582"|"8441","3666","2976","14131","3808","740"
"7675"|"8333","7044","15553","15608","20576"
"8443"|"19999","6931","14064","2942","17784","15477"
"13057"|"7893","1422","11762","11597"
"14871"|"8731","20943","20655"
"7177"|"4439","11991","16392","20604","16584","19298"
"12539"|"11960","17157","19850","13410","14427","15982"
"9859"|"20316","20300","6890"
"0"|"21564","20770","8274"
"13125"|"8810","10114","6726","16607"
"15094"|"7835","3291","18479","16213"
"20767"|"14228","2978","16180","380"
"301"|"5022","2227","743","14516","16908"
"7189"|"16683","7484","12114","20992"
"17234"|"432","5353","9863","8745","19","16418"
"21679"|"16496","18033"
"19924"|"10584","19449","4887","9704"
"7175"|"6663","20436","8308","13782"
"3054"|"4509","21690","15344","6154"
"976"|"13509","10398","14754","12129","12310","9711"
"21408"|"3417","4381","16266","8218","2109","9710"
"5197"|"5281","16975","10118","14071"
"14872"|"16547","20806","10625","15122"
"17214"|"6717","352","9190"
"15987"|"20811","15566","15669","2612"
"10109"|"16653","19937","14504"
"18615"|"10069","9097"
"7805"|"19134","15999","2254","21458","13610"
"14313"|"2482","11783","11505","14715","19496"
"302"|"2795","13077","17036","6166","14417","12500"
"1980"|"7632","16695","17734"
"14188"|"19895","17983","14153","5578","10573"
"20864"|"14384","5974","5934","3322"
"6067"|"14051","19422","17111","19760"
"17548"|"11820","581","12756","14644"
"6777"|"16611","372","6514"
"16341"|"3383","17476","2215","3626","20940","3246"
"14353"|"12758","11084","8781"
"6458"|"21644","16228","16461"
"9393"|"15559","18881","7520","17305"
"19097"|"13851","10675","16695","4407"
"6092"|"84931740"
"10854"|"14","14475","8417","17789","10460","9196"
"81"|"2390","3573","8251","21188","16576","11872"
"2677"|"6222","19728"
"9685"|"3145","14451","11702","12561","19998","1523"
"15168"|"8992","7284","11402","17275"
"9050"|"14984","19000"
"18309"|"7945","353","6930","10470","9154","1124"
"19274"|"21365","1360","12119"
"15402"|"5980","8029","21839","15845"
"6654"|"4466","3424","16928"
"18297"|"1089","6599","3156","96","911"
"10697"|"2732","20615"
"3498"|"3928","4421","15761","8078","11132","10183"
"8204"|"8834","21777","9817","2161","4662","9236"
"9108"|"15367","17307"
"4275"|"4635","14051","21120","11769"
"21421"|"13891","17315","15547","4527","5755","14111"
"14254"|"10680","1369","13314","4070","20132"
"1110"|"3645","6236","13942","3887"
"18789"|"20240","21198","7512","17115","17542","11029"
"16820"|"7801","11763","3772"
"16586"|"20460","14425","19792","15082"
"2707"|"13215","4352","16429","3867","9776"
"7926"|"21898","10219","4022"
"5671"|"13855","17781","20626","17107","17037","17483"
"21172"|"5922","3745","6312"
"13381"|"1186","21874","5053"
"655"|"15134","13080","8267"
"2621"|"7108","7286","6197","17435","12625","21564"
"3560"|"14385","8699","5347"
"14510"|"7710","7065","6072","12051","9761","6819"
"19241"|"1054","2478","21550","20362","287","13576"
"18731"|"2226","18834","4739","3454","20609"
"16969"|"978","15299","11053","13169"
"21661"|"21947","20964"
"15796"|"7799","13522","9680","6451","19809"
"20632"|"20428","20020","8415","4057"
"6790"|"6201","2049"
"20154"|"11189","7777"
"14880"|"6467","12356","4435","5581","21447"
"5086"|"19086","13982","4202"
"2837"|"9829","5019","3273"
"17758"|"256","11305","16608","19537","13793"
"12790"|"9656","13028","19274","5052"
"6102"|"20460","1097","2872","15942","3561","13249"
"16167"|"17083","21128","18745"
"2689"|"18960","8886","17635","8090"
"9316"|"7617","9159","12180","8900","5320","11954"
"14166"|"11507","6786","3607"
"5862"|"3039","19479","408","20405","11973","18622"
"573"|"19725","15376","10257","6340","15656"
"15365"|"10969","2015","676","59","5799"
"6737"|"1814","9126","10248"
"15582"|"11389","3219","1924"
"13229"|"13651","7377","1793","4354"
"4321"|"6648","11731"
"4247"|"21750","17995","18224","17131","9467"
"2733"|"5376","18367","19467"
"274"|"14413","12713","16038","13013"
"14562"|"9647","4510","4813","12419","10886"
"3686"|"26","3666","10154","8229","5159"
"13864"|"8652","18025","1657","19499"
"8649"|"3002","9020","6762","11773","9243","20919"
"7832"|"10048","6249","15837","8696","2521"
"12068"|"17364","12370"
"16727"|"10044","826","5105","21893"
"1139"|"10365","1907"
"11164"|"18107","2148","8994","20808"
"10149"|"12741","6834","16091"
"6362"|"21692","5326","14039"
"3636"|"15740","7304","16326"
"16934"|"15272","12879","19120","18064","21734","10844"
"15050"|"12883","2349","13077","10405"
"17426"|"14325","6616","20420"
"3557"|"3304","9093","11301"
"19417"|"15937","17451","13252","2783","2042","10801"
"725"|"16008","17960"
"5883"|"16249","17644","8975"
"19801"|"3822","18327"
"16467"|"14466","888","13402","16489"
"15565"|"17925","7971","2148","21967","10966"
"11886"|"7286","20521"
"5435"|"17786","6358"
"9635"|"8265","12906","9842","10247","14827"
"8941"|"12883","2040","17128","21867","2906","14433"
"14194"|"21353","10676","19726","12593","14753","2859"
"9941"|"15553","21655","1088","17206"
"13151"|"5247","5714"
"14311"|"14593","12360","19240","1337"
"17198"|"16557","8712","4617","18715","15575","546"
"20603"|"17378","16765"
"3961"|"17687","11961","5223","19466","4013","1964"
"15999"|"6749","5710"
"30"|"5672","21575","7233"
"17037"|"5043","5830","4153"
"6789"|"21165","8355","13641","4371","8309","11872"
"6716"|"16502","2803","11560","12084"
"5238"|"12335","13204","16909","19676","2761","12318"
"3619"|"18196","5516","17153","2276","16925"
"12685"|"7442","19160","13074"
"749"|"2142","21004","12462","12375","13310"
"13236"|"2557","4683"
"6900"|"17780","10352","4961","10154","8183"
"11704"|"16857","4853","15205","14165","2441","21305"
"15190"|"12051","5485","21957"
"16985"|"14640","18732","558","6888","20089"
"15523"|"17387","19858"
"352"|"16829","10907"
"4728"|"10460","20196","7639","1819"
"9268"|"14151","13205","21629"
"4514"|"2445","11156","6890"
"18390"|"13946","17236","4231","7746","20944","8549"
"219"|"13316","17762","20299"
"7792"|"9863","20503","12349","10317"
"2473"|"7583","17744","21249","16760","10866"
"18160"|"11261","17982","21317"
"16813"|"14382","11891","19535","6617","10655"
"4046"|"17958","17918"
"4453"|"8290","12953","565","16778","8464","18396"
"9841"|"17984","5318","266"
"15516"|"19349","3511","5228","794"
"2061"|"9886","8389","17","2466","1767"
"18020"|"16899","15729","15943"
"6670"|"16017","13781","8412"
"16288"|"16351","18927","12091","1649","20363","11790"
"2984"|"9598","18830","1336"
"6600"|"21704","13128","3413","126","21302","19927"
"20250"|"15529","17788","13564"
"2205"|"19287","17227","15811","19304","2254","5079"
"21206"|"1658","1435","10620"
"14846"|"44159610"
"16993"|"18439","2523"
"11436"|"3672","18929","20991","18345","6779","12457"
"8500"|"6639","8673","16005"
"10506"|"11","13715"
"5282"|"16858","3676"
"5274"|"5696","5212"
"18763"|"10842","9480"
"513"|"16651","16259","1302","8746"
"12036"|"10654","16434","13352","7905","9535","10999"
"19297"|"6542","16133","19572","15037","15148"
"9897"|"10047","9247","10290","5105","3888","16857"
"6171"|"20686","18929","18785","6560"
"13831"|"14144","18758","2764","12279"
"2391"|"17635","9571","1764","12258"
"10304"|"20666","12714"
"20911"|"2993","8453","21638","944","433","16157"
"199"|"8629","991","5456","13664","18120"
"3798"|"17065","1251"
"8204"|"13929","7015","2786","14341","420"
"1651"|"1178","20078","2856"
"20765"|"6852","5987","9988"
"18789"|"6500","6733","13361"
"819"|"11609","11331","4498","17290","20557","6867"
"1310"|"1846","5473","942"
"0"|"9488","12130"
"11429"|"1872","15912"
"18227"|"5155","15242","20709","9364","3943"
"16295"|"12684","20058","764","15739","4780","12392"
"17288"|"12295","843","533","18898","6192"
"8877"|"2834","12937","11500","13870","10456","13825"
"10089"|"3542","18987","14543","3379","18242"
"6848"|"9771","17189","19144","6200"
"3912"|"2667","1428","19828","5214","7730","2940"
"12979"|"9281","8172","9821","5087","17430","3830"
"21076"|"2379","18593","14930"
"16818"|"20988","18752","12896","20217","14080"
"11533"|"4670","14418","18286","17300"
"12375"|"11361","18993","12384"
"14228"|"5607","20357","4150","1912","17215","45"
"13379"|"16841","7822","20283"
"17647"|"17680","17187","5783","16242"
"4309"|"21238","15364"
"11940"|"8073","4960","4813","8282","16729","10617"
"180"|"21163","6584","19223"
"13215"|"6432","8286","10206","3551"
"21102"|"8578","19585","13131","20182","10150","3313"
"20280"|"11666","21003","4145"
"2001"|"17700","18687","19807","4636","2832","21215"
"11369"|"20058","19445","3313","16117","9446","12883"
"6318"|"18602","16973","18948","1330","18019","10678"
"13162"|"9462","5123","16867","19283"
"1427"|"20676","2714","18523","15613"
"5194"|"6141","8811","5058","14832","4754"
"9892"|"11251","840","8237","19115","9283"
"18199"|"11224","7620","9577"
"15753"|"21442","15556"
"16119"|"12479","8559","6819"
"11569"|"1390","1924","1915"
"4277"|"462","18013","11018"
"15829"|"18318","8377","4982","8991","15636"
"20516"|"7493","18755","4286","9924"
"4553"|"2535","3182","17289"
"20950"|"6054","6168"
"15733"|"20451","2831"
"9775"|"15712","12518","21900","17085","12370","7542"
"8599"|"7412","2834"
"0"|"3788","1764","6995","11511","4048","14782"
"10764"|"18417","12336","21414","13252","21896","13344"
"285"|"8574","12875","12815","18469","9247","18771"
"13009"|"3807","8270","3750","21276"
"15888"|"9466","10728","5689","8062"
"9545"|"13706","17189","2819","20891"
"17444"|"2060","5234"
"3999"|"2654","5147","8958","5281"
"17185"|"13516","10802"
"13403"|"12888","13113","5684"
"3735"|"14715","20625","912","19401","13815"
"16614"|"17414","6329","10053"
"13734"|"11524","18087","16988","2822"
"2076"|"19256","4430","16704","5668"
"13809"|"17197","3642","15614","665"
"4049"|"2102","4455"
"18809"|"1257","5927"
"6865"|"16077","16418","11130","20033","10856","10600"
"3092"|"5943","6698"
"6275"|"141","6199","12216"
"20011"|"2027","4559"
"14798"|"5986","15896","9454","570"
"14755"|"4978","4857"
"12984"|"8539","1023","9933","7725","2060","6531"
"888"|"4574","8317","247","20957"
"7302"|"18398","3178","17198"
"4772"|"18410","4453","20193","2708","18957","1290"
